post_id,platform,text_length,language,topic,sentiment,likes,shares,hate_speech,spam,verified,follower_count
POST0002255,Instagram,49,en,health,negative,62,5,0,0,0,104623
POST0002256,Facebook,217,en,health,neutral,71,81,0,0,0,450
POST0002257,LinkedIn,88,en,finance,positive,5,33,0,0,0,202
POST0002258,Twitter,130,en,technology,positive,64,3,0,0,0,1370
POST0002259,Instagram,53,en,sports,negative,12,0,0,0,1,2127
POST0002260,LinkedIn,52,en,politics,neutral,36,25,0,0,0,119
POST0002261,LinkedIn,33,en,finance,negative,151,0,0,0,1,338
POST0002262,Twitter,27,en,finance,negative,156,16,0,0,0,369
POST0002263,Twitter,153,unknown,finance,neutral,3,0,0,0,0,10124
POST0002264,Instagram,58,en,sports,negative,2,138,0,0,1,532
POST0002265,Facebook,500,en,finance,neutral,703,0,0,0,0,996
POST0002266,Facebook,61,en,finance,mixed,710,0,0,0,0,121
POST0002267,Instagram,154,en,finance,negative,86,0,0,0,0,1013
POST0002268,Instagram,94,unknown,finance,negative,11,1,0,0,0,299
POST0002269,Twitter,20,unknown,technology,negative,11,6,0,0,0,240
POST0002270,Instagram,30,en,sports,mixed,2,0,1,0,0,127
POST0002271,Instagram,26,unknown,health,neutral,31,0,0,0,0,616
POST0002272,Facebook,291,en,politics,positive,15,0,0,0,0,296
POST0002273,Twitter,254,en,health,negative,16,4,0,0,0,58
POST0002274,Facebook,420,en-hi,finance,neutral,2,10,0,0,0,65
POST0002275,LinkedIn,15,en-hi,sports,positive,135,3,0,0,0,610
POST0002276,Facebook,30,en,politics,negative,49,10,0,0,1,487
POST0002277,Instagram,146,en,health,mixed,50,0,0,0,0,1419
POST0002278,Twitter,48,unknown,sports,positive,0,0,0,1,0,521
POST0002279,Facebook,156,en,finance,neutral,0,1,0,0,0,45
POST0002280,Facebook,63,en-ta,finance,positive,2,34,0,1,0,1264
POST0002281,Instagram,58,en,finance,negative,94,34,0,0,0,72
POST0002282,Facebook,21,en,politics,mixed,7,13,0,0,0,3187
POST0002283,Facebook,56,en,politics,positive,2,12,0,0,0,2759
POST0002284,Instagram,121,en,finance,mixed,74,0,0,0,0,122
POST0002285,Twitter,40,en,politics,positive,10,3,0,0,0,76
POST0002286,Instagram,95,en,health,positive,42,0,0,0,0,36
POST0002287,Twitter,38,en,technology,neutral,2,12,0,0,0,30
POST0002288,Twitter,48,en,sports,positive,19,1,0,0,0,10474
POST0002289,Twitter,51,en,technology,positive,290,161,0,0,0,80
POST0002290,Instagram,130,en,technology,positive,239,4,0,0,0,182
POST0002291,Instagram,178,en,sports,positive,4,0,0,0,0,57443
POST0002292,Instagram,391,en,health,neutral,11,1,0,0,0,4054
POST0002293,Facebook,167,en,politics,negative,101,0,0,0,0,3132
POST0002294,Facebook,120,en,technology,negative,23,0,1,0,0,1536
POST0002295,Facebook,372,unknown,technology,negative,40,2,0,0,0,3236
POST0002296,Instagram,112,unknown,health,positive,319,0,0,0,0,3
POST0002297,Facebook,147,en,health,negative,31,2,0,0,0,310
POST0002298,LinkedIn,193,en,finance,positive,6,0,0,0,0,102
POST0002299,Facebook,103,en,finance,negative,247,3,0,1,0,17
POST0002300,Facebook,85,en,health,negative,3,0,0,0,1,21
POST0002301,Twitter,78,en-ta,technology,positive,19,0,0,0,0,291
POST0002302,Instagram,56,en-hi,sports,negative,6,11,0,0,0,24
POST0002303,Instagram,60,en,technology,positive,1,0,0,0,0,257
POST0002304,Instagram,210,en-hi,finance,positive,16,9,0,0,0,163
POST0002305,Instagram,37,unknown,technology,mixed,22,6,0,0,0,10249
POST0002306,Instagram,100,en,politics,positive,12,0,0,0,0,1474
POST0002307,Instagram,88,unknown,politics,neutral,148,1,0,0,1,2279
POST0002308,Facebook,28,en-hi,politics,negative,4,4,0,0,0,46
POST0002309,Facebook,176,en,health,negative,41,4,0,0,0,5227
POST0002310,LinkedIn,30,en-hi,technology,positive,1,16,0,0,0,1324
POST0002311,Facebook,49,en,sports,positive,2431,11,0,0,0,334
POST0002312,Instagram,84,en,finance,positive,5,21,0,0,0,22
POST0002313,Instagram,296,en-hi,health,mixed,0,27,0,0,0,883
POST0002314,Facebook,136,en-ta,health,positive,12,3,0,0,0,218
POST0002315,Facebook,115,en,politics,positive,31,1,0,0,1,104
POST0002316,Facebook,265,en,politics,positive,117,2,0,0,0,648
POST0002317,LinkedIn,72,en,politics,neutral,171,1,0,0,0,188
POST0002318,Twitter,445,en,finance,neutral,69,49,0,0,0,323
POST0002319,Twitter,134,en,politics,neutral,107,0,0,0,0,34
POST0002320,Facebook,100,en,health,negative,182,26,0,0,0,17
POST0002321,Twitter,21,en,politics,neutral,32,1,0,0,0,7417
POST0002322,LinkedIn,196,en,health,negative,4,24,0,0,0,36
POST0002323,Facebook,138,en,technology,mixed,24,11,0,0,1,39
POST0002324,Facebook,75,en-hi,finance,negative,4,2,0,0,0,118
POST0002325,LinkedIn,60,en,technology,positive,163,4,0,0,0,2168
POST0002326,LinkedIn,450,en,technology,positive,222,0,0,0,0,107
POST0002327,LinkedIn,47,en,sports,negative,250,8,0,0,0,292
POST0002328,Facebook,118,en,sports,mixed,2,18,0,0,0,64
POST0002329,Instagram,92,en,politics,neutral,167,39,0,0,0,4022
POST0002330,Twitter,156,en,politics,neutral,6,1,0,0,0,5
POST0002331,Twitter,19,en,health,negative,42,221,0,0,0,637
POST0002332,Facebook,154,en,health,positive,105,1,1,0,0,18842
POST0002333,Twitter,323,en-hi,finance,positive,1,1,0,0,0,230
POST0002334,Twitter,19,unknown,technology,positive,112,1,0,0,0,63
POST0002335,Instagram,42,en,technology,negative,0,1,0,0,0,5
POST0002336,Twitter,141,unknown,finance,neutral,13,0,0,1,0,820
POST0002337,LinkedIn,80,en,politics,positive,141,0,0,0,1,2529
POST0002338,Facebook,155,en,politics,positive,285,0,0,0,0,3828
POST0002339,Instagram,163,en,politics,negative,101,4,0,0,1,7713
POST0002340,LinkedIn,107,en,politics,neutral,6,54,0,0,0,1877
POST0002341,Instagram,368,en,health,mixed,6,0,0,0,0,15
POST0002342,LinkedIn,164,en,politics,negative,15,2,0,0,0,4505
POST0002343,Facebook,31,en,politics,positive,22,0,0,0,0,74
POST0002344,Twitter,157,unknown,technology,neutral,115,10,0,0,0,178
POST0002345,Facebook,87,en-hi,sports,positive,17,4,0,0,0,1706
POST0002346,Facebook,139,unknown,finance,neutral,7,17,0,1,0,798
POST0002347,Twitter,229,en,finance,neutral,9,0,0,0,0,73
POST0002348,Instagram,327,en,finance,positive,194,2,0,0,0,844
POST0002349,Twitter,96,en,sports,positive,22,1,0,1,0,1
POST0002350,Facebook,176,en,health,positive,423,1,0,0,0,2351
POST0002351,Facebook,37,en,finance,negative,134,19,0,0,0,154
POST0002352,LinkedIn,62,en,finance,mixed,7,0,0,0,0,21293
POST0002353,Facebook,57,en-hi,finance,negative,8,1,0,0,0,206
POST0002354,Instagram,205,en,finance,positive,16,0,0,0,0,4681
POST0002355,Twitter,358,en,health,neutral,15,203,0,0,0,2510
POST0002356,Facebook,500,en,politics,neutral,202,0,0,0,1,1955
POST0002357,Instagram,179,en,health,positive,6,8,0,0,0,2001
POST0002358,LinkedIn,221,en,health,positive,25,0,0,0,0,1087
POST0002359,Twitter,22,en,technology,positive,39,6,0,0,1,1470
POST0002360,Twitter,21,en,health,positive,82,0,0,0,0,1778
POST0002361,Instagram,44,en,technology,neutral,51,3,0,0,1,238
POST0002362,LinkedIn,33,unknown,health,positive,44,5,0,0,0,111
POST0002363,Twitter,135,en,sports,neutral,7,2,0,0,0,151
POST0002364,Twitter,360,en,technology,neutral,9,11,0,0,0,216
POST0002365,LinkedIn,90,en,sports,positive,32,6,0,0,0,604
POST0002366,Twitter,53,en,health,positive,13,0,0,0,1,1844
POST0002367,Instagram,114,en,sports,negative,3,7,0,0,0,471
POST0002368,Twitter,50,en-hi,health,positive,8,4,0,0,1,2701
POST0002369,Twitter,58,en,technology,neutral,28,18,0,0,0,414
POST0002370,Twitter,77,en,sports,positive,216,0,0,0,0,31555
POST0002371,Facebook,122,en,health,positive,3,3,0,0,0,469
POST0002372,Facebook,23,en,politics,negative,2,3,0,0,0,364
POST0002373,Twitter,17,en,politics,positive,91,1,0,1,1,106
POST0002374,Twitter,45,en,health,mixed,8,22,0,0,0,3894
POST0002375,LinkedIn,136,en,technology,negative,3,0,0,0,0,3337
POST0002376,Instagram,32,en,finance,negative,19,11,1,0,0,9724
POST0002377,Facebook,390,en-ta,sports,positive,3,0,0,0,0,5513
POST0002378,Twitter,177,en,finance,mixed,1649,38,0,0,0,442
POST0002379,Twitter,153,en,sports,positive,4,6,0,0,0,38
POST0002380,Instagram,178,en-ta,sports,positive,29,0,0,0,0,588
POST0002381,Instagram,126,en,politics,negative,56,26,0,0,0,3271
POST0002382,Instagram,135,en-ta,sports,positive,133,8,0,0,0,348
POST0002383,Facebook,243,en,health,mixed,2,3,0,0,0,171
POST0002384,Facebook,200,en-ta,sports,negative,49,0,0,0,0,219
POST0002385,Instagram,114,en,health,negative,0,0,0,0,1,5185
POST0002386,Twitter,419,en,health,negative,37,7,0,0,0,199
POST0002387,Instagram,95,en,finance,positive,17,0,0,0,0,1599
POST0002388,Twitter,62,unknown,politics,positive,90,0,0,1,0,2484
POST0002389,Instagram,27,en,technology,mixed,33,10,0,0,0,1309
POST0002390,Twitter,50,en,technology,positive,16,0,0,0,0,112
POST0002391,Instagram,235,en-hi,technology,positive,18,0,0,0,0,232
POST0002392,Facebook,87,en-ta,health,negative,1,7,0,0,0,16
POST0002393,Instagram,132,unknown,sports,positive,3,1,0,0,0,188
POST0002394,Facebook,96,en,finance,neutral,420,75,0,0,0,12
POST0002395,LinkedIn,34,en,health,positive,30,1,0,0,0,3170
POST0002396,Instagram,71,en,health,mixed,78,0,0,0,1,31
POST0002397,Twitter,46,en,technology,negative,5,26,0,0,1,47
POST0002398,Instagram,63,en,health,negative,114,0,0,0,0,224
POST0002399,Twitter,44,en,technology,neutral,11,0,0,0,0,138
POST0002400,Twitter,132,en-hi,technology,neutral,1,1,0,0,0,19870
POST0002401,Instagram,172,en-ta,technology,negative,17,3,0,0,0,4281
POST0002402,Instagram,92,en,health,neutral,267,5,0,0,0,250
POST0002403,Instagram,18,en,finance,positive,0,18,0,0,0,9153
POST0002404,Facebook,30,en,politics,negative,87,0,0,0,0,979
POST0002405,Instagram,150,en,sports,positive,27,0,0,0,0,378
POST0002406,Twitter,49,en,technology,positive,3588,22,0,1,0,64
POST0002407,Instagram,49,en,health,positive,1977,0,0,0,0,121
POST0002408,Facebook,95,en,politics,neutral,0,2,0,0,0,31882
POST0002409,Facebook,47,en-ta,health,negative,318,40,0,0,0,1036
POST0002410,Twitter,16,en-ta,health,neutral,9,1,0,0,0,250
POST0002411,LinkedIn,42,en,sports,negative,13,1,0,0,0,471
POST0002412,Twitter,65,en,technology,positive,6,1,0,0,1,531
POST0002413,Instagram,57,en,health,mixed,4,35,0,0,1,363
POST0002414,Twitter,157,en,sports,negative,280,0,0,0,0,2
POST0002415,LinkedIn,96,en,health,negative,0,97,1,0,0,2201
POST0002416,Facebook,91,en,politics,negative,5,1,0,0,0,14248
POST0002417,Twitter,227,en,finance,positive,77,1,0,0,1,715
POST0002418,Facebook,25,en,finance,neutral,0,0,0,0,0,993
POST0002419,Twitter,314,en,technology,neutral,12,0,0,0,0,77
POST0002420,Twitter,337,en,finance,positive,1,0,1,0,0,187
POST0002421,Instagram,82,en,sports,mixed,32,31,0,0,0,861
POST0002422,Instagram,65,en-hi,sports,positive,22,0,0,0,1,574
POST0002423,Twitter,263,en,finance,positive,129,2,0,0,0,284
POST0002424,Facebook,72,en,sports,positive,0,1,0,0,0,3310
POST0002425,Instagram,119,en,health,positive,47,4,0,0,0,576
POST0002426,Twitter,112,en,health,neutral,4,0,0,0,0,1256
POST0002427,Instagram,133,en,sports,neutral,365,0,0,0,0,140
POST0002428,Instagram,37,en,politics,negative,8,7,0,0,0,2282
POST0002429,Facebook,127,en,technology,neutral,3,3,0,0,0,50
POST0002430,LinkedIn,44,en,sports,positive,6,0,0,0,0,403
POST0002431,Twitter,55,en,technology,neutral,62,3,0,0,0,846
POST0002432,Facebook,189,en,finance,positive,80,85,0,0,0,175
POST0002433,Twitter,60,en,politics,positive,19,24,0,0,1,439
POST0002434,Twitter,54,en,health,neutral,2,18,0,0,0,1580
POST0002435,LinkedIn,105,en,sports,negative,1,8,0,0,0,1633
POST0002436,LinkedIn,264,unknown,politics,neutral,77,3,0,0,0,385
POST0002437,Instagram,500,en,technology,positive,57,0,0,0,1,178
POST0002438,Twitter,224,en,sports,positive,45,3,0,0,0,942
POST0002439,Twitter,222,en,health,positive,476,138,0,0,0,27163
POST0002440,Instagram,88,en,health,neutral,4,17,0,0,0,1287
POST0002441,Facebook,500,en,sports,mixed,1048,1,0,0,1,11998
POST0002442,Facebook,105,en-hi,sports,positive,39,0,0,0,1,625
POST0002443,Facebook,87,en,politics,mixed,7,12,0,0,0,767
POST0002444,Twitter,122,en,health,negative,18,17,0,0,0,4
POST0002445,Twitter,111,en,technology,negative,1,0,0,0,1,289
POST0002446,Twitter,31,en,health,positive,2,0,0,0,0,2915
POST0002447,Twitter,51,en,sports,positive,16,0,0,0,0,701
POST0002448,Twitter,122,en,technology,negative,94,33,0,0,0,341
POST0002449,Twitter,47,en,sports,negative,4,1,0,0,0,448
POST0002450,Instagram,151,en,health,positive,1478,4,0,1,1,13403
POST0002451,Facebook,92,en,politics,mixed,18,0,0,0,0,114
POST0002452,Facebook,190,en,technology,negative,6,0,0,0,0,3175
POST0002453,Facebook,81,en,politics,neutral,1,54,0,0,1,10472
POST0002454,Instagram,132,en,finance,negative,7,1,1,0,0,1601
POST0002455,Facebook,21,en,technology,neutral,359,0,0,0,0,69
POST0002456,Twitter,24,en,health,positive,631,902,0,0,0,1412
POST0002457,Instagram,47,en,politics,positive,68,19,0,0,0,1193
POST0002458,Instagram,115,en,politics,mixed,22,0,0,0,1,8690
POST0002459,Instagram,48,en,health,mixed,1,11,0,0,0,295
POST0002460,Facebook,161,en,sports,mixed,0,0,0,0,1,5
POST0002461,LinkedIn,122,en,finance,mixed,29,1,0,0,1,58
POST0002462,Facebook,62,en,health,positive,9,0,0,0,0,278
POST0002463,LinkedIn,107,en-hi,politics,positive,6,6,0,0,0,415
POST0002464,Instagram,63,en,technology,mixed,44,74,0,0,0,2026
POST0002465,Twitter,115,en,finance,positive,1,0,0,0,0,333
POST0002466,Facebook,59,en-ta,health,neutral,373,111,0,0,0,137
POST0002467,LinkedIn,123,en,politics,neutral,833,12,0,0,0,79
POST0002468,Facebook,267,en,finance,negative,79,0,1,0,1,294
POST0002469,LinkedIn,33,en,sports,neutral,10,0,0,0,0,574
POST0002470,Twitter,51,en-hi,finance,negative,5,0,0,0,0,675
POST0002471,Twitter,53,en,health,positive,10,0,0,0,0,1579
POST0002472,Twitter,115,en,technology,neutral,38,0,0,0,0,717
POST0002473,Instagram,175,en,politics,negative,151,0,0,0,0,19
POST0002474,Twitter,22,en,health,positive,49,1,0,0,0,28
POST0002475,LinkedIn,77,unknown,technology,mixed,250,12,0,0,0,184
POST0002476,Facebook,92,en,politics,negative,60,0,0,0,0,198
POST0002477,Twitter,182,en,health,positive,158,4,0,0,0,7048
POST0002478,Twitter,43,en,sports,neutral,18,25,0,0,0,70
POST0002479,Instagram,161,unknown,technology,neutral,2,0,0,0,0,1185
POST0002480,LinkedIn,113,en,technology,positive,263,0,0,0,0,10093
POST0002481,Twitter,372,en,finance,positive,1587,0,0,0,0,1604
POST0002482,Instagram,500,en-hi,sports,positive,36,0,0,0,0,2797
POST0002483,Twitter,170,en,politics,neutral,6,41,0,1,1,7601
POST0002484,Twitter,73,en,finance,neutral,51,0,0,0,0,968
POST0002485,Facebook,133,en,sports,mixed,9,6,0,0,0,2090
POST0002486,Facebook,143,unknown,health,neutral,21,3,0,0,1,481
POST0002487,LinkedIn,137,en,technology,negative,23,11,0,0,0,17755
POST0002488,Facebook,126,en,finance,positive,4,3,0,0,0,866
POST0002489,Twitter,138,en,technology,neutral,4,3,0,0,0,98
POST0002490,Instagram,208,en,sports,negative,17,0,0,1,0,77
POST0002491,Instagram,500,en,technology,positive,13,2,0,0,0,151
POST0002492,Twitter,21,en,finance,mixed,62,2,0,1,1,18
POST0002493,Instagram,254,unknown,health,negative,34,0,0,0,0,7835
POST0002494,Twitter,100,en,finance,neutral,67,0,0,0,0,7851
POST0002495,LinkedIn,47,en,politics,neutral,15,4,0,0,0,2575
POST0002496,Twitter,30,en,technology,positive,4,31,0,0,0,458
POST0002497,Instagram,114,en-hi,finance,positive,2,0,0,0,0,50
POST0002498,Twitter,92,en-hi,finance,neutral,145,1,0,0,0,130
POST0002499,Instagram,37,en,health,negative,7,0,0,0,0,1129
POST0002500,Instagram,87,en,technology,positive,5,9,0,0,0,185
POST0002501,Instagram,206,en,technology,negative,259,29,0,0,0,401
POST0002502,Twitter,311,en,politics,positive,9,2,0,0,0,30
POST0002503,Facebook,99,en,sports,neutral,0,9,0,0,0,56
POST0002504,Instagram,99,unknown,sports,positive,31,3,0,0,0,133
POST0002505,LinkedIn,148,en-hi,technology,negative,6,0,0,1,0,3728
POST0002506,Twitter,228,en,finance,positive,4,2,0,1,0,633
POST0002507,Twitter,104,en,sports,negative,15,2,0,0,0,90
POST0002508,Facebook,119,unknown,sports,positive,0,2,0,0,1,198
POST0002509,Instagram,65,en,finance,positive,0,5,0,0,0,6622
POST0002510,Instagram,79,en,politics,negative,8,3,0,0,0,1694
POST0002511,Instagram,54,en,politics,positive,61,1,0,0,0,54
POST0002512,Instagram,39,en,technology,mixed,11,0,0,0,0,549
POST0002513,Twitter,34,en,sports,positive,10,7,0,0,0,534
POST0002514,Facebook,45,en,finance,positive,20,6,0,0,0,1864
POST0002515,Instagram,42,en,politics,neutral,119,3,0,0,0,40
POST0002516,Instagram,114,en-hi,finance,positive,21,0,0,0,0,160
POST0002517,Facebook,128,unknown,technology,neutral,18,0,0,0,1,3145
POST0002518,Instagram,64,en,technology,neutral,6,10,0,0,0,1893
POST0002519,Facebook,46,en-ta,politics,positive,9,0,0,1,0,124
POST0002520,LinkedIn,500,en-ta,sports,positive,28,1,0,0,0,1026
POST0002521,LinkedIn,63,en,finance,neutral,278,0,0,0,0,163
POST0002522,Instagram,56,en,sports,neutral,32,6,0,0,1,869
POST0002523,Twitter,25,en,politics,positive,3,0,0,0,0,1927
POST0002524,Twitter,136,unknown,technology,neutral,11,0,0,0,0,95
POST0002525,Facebook,385,en-ta,technology,positive,184,0,0,0,0,196
POST0002526,Twitter,77,en,politics,negative,23,6,0,0,0,492
POST0002527,Instagram,68,en,technology,negative,1,1,0,0,0,151
POST0002528,Facebook,112,en,health,positive,47,0,0,0,1,119
POST0002529,LinkedIn,115,en,technology,negative,5,74,0,0,1,826
POST0002530,Twitter,12,en-ta,health,positive,2,7,0,0,0,3498
POST0002531,Twitter,151,en,health,positive,23,0,0,0,0,126
POST0002532,Twitter,403,en,health,negative,3,0,0,0,0,90
POST0002533,Twitter,94,en,sports,negative,102,0,0,0,0,75
POST0002534,LinkedIn,82,en-hi,politics,neutral,24,1,0,0,0,336
POST0002535,Twitter,169,en,politics,negative,295,21,0,0,0,5931
POST0002536,Facebook,154,unknown,politics,positive,40,4,0,0,0,181
POST0002537,Twitter,103,en,health,negative,7,1,0,1,1,5694
POST0002538,Twitter,167,en-hi,health,positive,7,1,0,0,0,153
POST0002539,Twitter,173,en-hi,health,positive,9,5,0,0,1,29
POST0002540,Twitter,35,en-hi,technology,negative,53,0,0,0,0,12263
POST0002541,Twitter,35,en,finance,negative,1,2,0,1,0,304
POST0002542,Twitter,32,en,finance,negative,34,3,0,0,0,2678
POST0002543,Facebook,26,en,technology,negative,3,0,0,0,1,2088
POST0002544,Twitter,172,en,finance,positive,1772,0,0,0,1,1464
POST0002545,Twitter,172,en,finance,neutral,60,139,0,0,0,255
POST0002546,Twitter,128,en,sports,neutral,73,7,0,0,1,945
POST0002547,Facebook,340,en,finance,negative,23,0,0,0,0,248
POST0002548,Twitter,70,en,technology,negative,0,0,1,0,0,24
POST0002549,Instagram,51,en,health,neutral,20,2,0,0,0,194
POST0002550,Twitter,99,en-hi,sports,negative,43,274,0,0,0,1999
POST0002551,Instagram,224,en-hi,finance,negative,6,16,0,0,1,3393
POST0002552,Instagram,56,en,technology,negative,17,24,0,0,0,3419
POST0002553,Facebook,425,en,politics,mixed,70,6,0,0,0,390
POST0002554,Twitter,84,en,politics,positive,25,0,0,0,0,5097
POST0002555,Instagram,135,en-ta,sports,neutral,34,66,0,0,0,57
POST0002556,Instagram,102,en,politics,mixed,57,15,0,0,0,82408
POST0002557,Twitter,65,en,technology,neutral,237,34,0,0,0,380
POST0002558,Twitter,186,en,politics,positive,3,81,0,0,0,486
POST0002559,Instagram,10,en,politics,positive,971,61,0,1,0,36
POST0002560,LinkedIn,68,en,finance,negative,967,2,0,0,0,157
POST0002561,LinkedIn,170,en,technology,positive,6,4,0,0,0,1669
POST0002562,Instagram,28,en,technology,negative,77,3,0,0,0,1135
POST0002563,Instagram,51,en,technology,positive,767,17,0,0,0,23
POST0002564,Instagram,60,en-hi,health,negative,358,5,0,0,0,751
POST0002565,Facebook,69,en,technology,positive,0,3,0,0,0,14
POST0002566,Twitter,55,en,finance,neutral,14,2,0,0,0,4719
POST0002567,Facebook,39,en-ta,politics,negative,7,2,0,0,0,4851
POST0002568,Facebook,85,en,politics,positive,111,4,0,0,0,51
POST0002569,Twitter,171,en,politics,negative,133,36,0,0,0,618
POST0002570,LinkedIn,122,en,technology,neutral,1,0,0,0,0,23
POST0002571,Twitter,204,en-ta,technology,negative,4,3,0,0,0,165
POST0002572,LinkedIn,76,en,sports,negative,0,5,0,0,0,667
POST0002573,Instagram,246,en,sports,negative,16,74,0,0,0,497
POST0002574,Facebook,32,en,sports,positive,11,1,0,0,0,751
POST0002575,Twitter,256,en,health,negative,50,0,0,0,0,579
POST0002576,Instagram,215,en-hi,sports,neutral,741,55,0,0,0,835
POST0002577,Twitter,25,en-hi,finance,positive,34,7,0,0,1,116
POST0002578,Twitter,130,unknown,technology,neutral,11,1,0,0,0,281
POST0002579,Facebook,81,en,health,neutral,100,22,0,0,0,437
POST0002580,Instagram,82,en,finance,mixed,9,0,0,0,0,283
POST0002581,Facebook,94,en-ta,politics,positive,14,2,0,0,0,90482
POST0002582,Facebook,54,unknown,sports,positive,28,4,0,0,1,485
POST0002583,Instagram,190,en,sports,neutral,1,8,0,0,0,25
POST0002584,Instagram,90,en,technology,negative,10,0,0,0,0,45
POST0002585,Facebook,36,en,finance,positive,4,0,0,0,0,660
POST0002586,Twitter,87,en-hi,finance,negative,100,59,0,0,0,316
POST0002587,Twitter,61,en-hi,sports,neutral,2,2,0,0,1,284
POST0002588,Instagram,147,en,sports,positive,3,3,0,1,0,17
POST0002589,LinkedIn,31,en,finance,mixed,4,0,0,0,0,26
POST0002590,Instagram,446,en,finance,neutral,4,0,1,1,0,42
POST0002591,Facebook,99,en,politics,negative,570,0,0,0,0,56
POST0002592,Facebook,33,en,sports,neutral,175,29,0,0,0,27
POST0002593,Instagram,76,en,sports,positive,53,0,1,0,1,1633
POST0002594,Twitter,61,en,finance,positive,8,1,0,0,0,571
POST0002595,Facebook,47,en,technology,neutral,17,68,0,0,0,2228
POST0002596,Instagram,126,en,finance,negative,472,195,0,0,0,5887
POST0002597,LinkedIn,500,en-hi,sports,positive,10,0,0,0,0,651
POST0002598,Twitter,401,en,politics,positive,2,0,0,0,0,84
POST0002599,Twitter,105,en-hi,sports,negative,102,0,0,0,1,1994
POST0002600,Twitter,48,en,health,positive,12,0,0,0,0,27
POST0002601,LinkedIn,112,en,sports,positive,14,7,0,0,0,133
POST0002602,Facebook,162,en,sports,positive,12,2,0,0,0,256
POST0002603,Facebook,105,en,sports,neutral,14,2,0,1,0,587
POST0002604,Facebook,163,unknown,finance,neutral,54,15,0,0,0,4313
POST0002605,Twitter,128,en,technology,positive,10,0,0,0,0,69
POST0002606,Instagram,113,en,sports,negative,37,0,0,0,0,27
POST0002607,Facebook,34,en,sports,positive,162,2,0,0,0,8718
POST0002608,Instagram,81,en-ta,sports,positive,385,21,0,0,0,3039
POST0002609,Facebook,415,en,sports,positive,3,2,0,0,0,164577
POST0002610,Twitter,133,en,sports,positive,154,6,0,0,0,18
POST0002611,Instagram,229,en,politics,mixed,193,1,0,1,0,547
POST0002612,Instagram,449,unknown,finance,negative,250,2,0,0,0,21
POST0002613,LinkedIn,35,en,finance,positive,22,1,0,0,0,10835
POST0002614,Instagram,500,en,sports,neutral,12,1,0,0,0,9
POST0002615,Twitter,196,unknown,politics,negative,0,3,0,0,0,59
POST0002616,Twitter,228,en,health,positive,24,49,0,0,0,729
POST0002617,Twitter,52,en,health,negative,709,6,0,0,0,532
POST0002618,Instagram,160,en,politics,negative,37,1,0,0,0,374
POST0002619,Facebook,47,en,health,positive,13,8,0,0,0,995
POST0002620,LinkedIn,101,en,finance,mixed,64,3,0,0,0,3315
POST0002621,Instagram,117,en,health,positive,1,8,0,0,0,949
POST0002622,Facebook,74,en,sports,positive,11,1,0,0,0,179
POST0002623,Instagram,225,en,technology,neutral,102,7,0,0,0,76
POST0002624,LinkedIn,59,en,politics,positive,61,7,0,0,1,735
POST0002625,Twitter,17,unknown,technology,positive,7,0,0,0,0,992
POST0002626,Instagram,74,en,politics,positive,711,1,0,0,1,1350
POST0002627,LinkedIn,245,en,politics,positive,1,1,0,0,0,220
POST0002628,Twitter,500,en,politics,negative,37,1,0,0,0,13
POST0002629,Twitter,257,en-hi,finance,neutral,109,0,0,0,0,1409
POST0002630,Facebook,211,en,finance,neutral,237,0,0,0,0,144
POST0002631,Instagram,66,en,politics,positive,25,21,0,0,0,547
POST0002632,Twitter,500,unknown,sports,negative,92,0,0,0,0,463
POST0002633,Instagram,155,en,health,mixed,20,142,0,0,0,27
POST0002634,Instagram,160,en,sports,positive,565,1,0,0,0,383
POST0002635,Instagram,148,unknown,finance,negative,38,0,0,0,0,794
POST0002636,Twitter,35,en,politics,negative,204,0,0,1,0,2035
POST0002637,Twitter,122,en,finance,positive,1,0,0,0,0,9
POST0002638,Instagram,28,en,health,positive,15,0,0,0,0,18
POST0002639,Instagram,174,en,technology,positive,59,3,0,0,0,129
POST0002640,Instagram,117,en,technology,mixed,58,45,0,0,0,215
POST0002641,Twitter,54,unknown,sports,positive,6,0,0,0,1,14
POST0002642,Twitter,221,en,politics,negative,0,5,0,0,0,109
POST0002643,Twitter,67,en,finance,positive,0,0,0,0,0,30
POST0002644,Instagram,68,unknown,sports,positive,3,0,0,0,0,40
POST0002645,Facebook,137,en,sports,positive,5296,7,0,0,0,441
POST0002646,Twitter,88,en,sports,positive,0,0,0,0,0,129
POST0002647,Facebook,108,en,health,negative,14,59,0,1,0,36
POST0002648,Twitter,205,en-hi,sports,negative,11,12,0,0,0,1860
POST0002649,Facebook,49,en-ta,politics,negative,21,7,0,0,0,87
POST0002650,LinkedIn,46,en,health,positive,17,0,0,0,0,6023
POST0002651,Facebook,74,en,technology,positive,2,0,0,0,0,10
POST0002652,Facebook,85,unknown,technology,positive,154,1,0,0,0,1457
POST0002653,Twitter,150,en-hi,technology,positive,0,4,0,0,0,374
POST0002654,Twitter,425,en,politics,neutral,845,4,0,0,0,218
POST0002655,Twitter,86,en,politics,positive,49,0,0,0,1,251
POST0002656,Instagram,92,en,health,positive,3,0,0,0,0,367
POST0002657,Instagram,53,en-ta,technology,negative,5,0,0,0,0,542
POST0002658,Instagram,48,en,health,mixed,197,259,0,0,0,5162
POST0002659,Instagram,154,en,technology,positive,1,0,0,0,0,298
POST0002660,Instagram,92,en,technology,negative,22,0,0,0,1,4604
